1627776000000,41461.84000000,42599.00000000,41120.00000000,42435.13000000,9535.62008500,1627790399999,399439311.41299713,332823,5057.58228300,211999830.05950380,0
1627790400000,42430.41000000,42441.26000000,41580.00000000,41701.26000000,7047.09903200,1627804799999,295648598.96144414,204769,3379.75517400,141800870.74059167,0
1627804800000,41701.25000000,41948.00000000,41325.00000000,41587.01000000,6239.30318900,1627819199999,260002073.31698540,333451,3119.32818300,129985846.17593927,0
1627819200000,41587.00000000,41810.00000000,41160.00000000,41286.98000000,6000.64521500,1627833599999,248760274.29920885,195923,2924.32264800,121245511.12618952,0
1627833600000,41286.99000000,41489.07000000,40600.00000000,41263.35000000,12022.76269600,1627847999999,493790809.88191519,251920,5788.18585200,237776971.95491874,0
1627848000000,41263.34000000,41500.00000000,39422.01000000,39845.44000000,13107.75610900,1627862399999,529926203.61531470,285078,5527.57965500,223770578.78268049,0
1627862400000,39850.27000000,40099.36000000,39250.00000000,39785.59000000,8426.72383400,1627876799999,334565238.28392987,185835,4033.06528100,160144559.74017885,0
1627876800000,39785.60000000,40480.01000000,39591.51000000,40104.45000000,7699.76667400,1627891199999,307679593.97157584,153480,3828.55296800,152975426.03629506,0
1627891200000,40104.45000000,40171.87000000,39319.00000000,39542.42000000,9194.08834400,1627905599999,364225050.62873364,179077,4373.68996100,173282946.05263146,0
1627905600000,39542.43000000,39818.18000000,38907.51000000,39705.12000000,10399.63937200,1627919999999,409953870.62846093,208661,4929.46526700,194373145.25622307,0
1627920000000,39705.12000000,39975.96000000,39012.17000000,39177.85000000,6981.93999900,1627934399999,276526784.83802861,229406,3377.11339000,133762167.63759978,0
1627934400000,39177.85000000,39545.24000000,38690.00000000,39147.82000000,8135.19373100,1627948799999,317977465.24367993,206419,4016.11847600,157058476.22383109,0
1627948800000,39146.86000000,39780.00000000,38512.00000000,38655.74000000,10785.42673800,1627963199999,420969131.84854552,294049,5234.41245400,204275974.39605119,0
1627963200000,38658.48000000,38828.59000000,37955.52000000,38593.44000000,10440.41683100,1627977599999,400697739.87206326,203830,4794.06594000,184038852.70084531,0
1627977600000,38593.43000000,38809.00000000,38315.00000000,38490.01000000,6220.13951900,1627991999999,239831119.02778643,138815,3007.32676400,115959274.79815031,0
1627992000000,38490.02000000,38703.00000000,37703.75000000,38169.44000000,14444.48130900,1628006399999,552457370.86776926,326530,7128.45504900,272673536.96883666,0
1628006400000,38169.45000000,38550.24000000,37642.03000000,38011.37000000,9155.33026800,1628020799999,349094135.76613660,233408,4490.57203500,171272636.51618315,0
1628020800000,38008.80000000,38643.00000000,37870.00000000,38207.05000000,6071.64118800,1628035199999,232311161.18502771,183239,3028.63435600,115898506.46979067,0
1628035200000,38207.04000000,38566.82000000,37890.54000000,37976.81000000,5603.62062800,1628049599999,214160172.84084415,128941,2768.15966900,105795126.79152393,0
1628049600000,37976.82000000,38213.99000000,37674.18000000,37828.84000000,7233.66204600,1628063999999,274189018.47451898,133188,3851.28801200,145963912.77529015,0
1628064000000,37828.84000000,38260.00000000,37508.56000000,38160.06000000,7663.71238700,1628078399999,290373322.92331561,147037,3913.44349300,148303097.30440262,0
