1617235200000,58739.46000000,59314.53000000,58720.82000000,59119.02000000,5881.09291400,1617249599999,347464260.86800793,242799,2907.81260800,171789249.34730065,0
1617249600000,59119.02000000,59232.59000000,58500.20000000,58817.77000000,6720.33537300,1617263999999,395480102.88157099,206040,3114.22487700,183261231.19186474,0
1617264000000,58817.78000000,59490.00000000,58115.00000000,58584.32000000,11959.59677300,1617278399999,702785969.14890768,334420,5657.91326800,332571905.32820160,0
1617278400000,58584.32000000,59263.30000000,58375.00000000,58974.65000000,8407.63460800,1617292799999,495227885.52815410,295093,4277.26638900,251946225.60692698,0
1617292800000,58974.66000000,59146.77000000,57935.45000000,58918.99000000,9159.96815700,1617307199999,537023860.10180236,335380,4425.22833900,259460337.22158154,0
1617307200000,58918.99000000,59069.74000000,58524.70000000,58720.44000000,5286.98939500,1617321599999,311256801.41493042,180699,2583.81125500,152122749.19634644,0
1617321600000,58720.45000000,60200.00000000,58455.10000000,59869.79000000,13962.71625200,1617335999999,830315696.25534005,359761,7613.20557100,452981382.39224661,0
1617336000000,59869.79000000,59997.00000000,59307.35000000,59417.63000000,6817.22658900,1617350399999,406222492.42392130,283814,3366.94043000,200622839.09355971,0
1617350400000,59421.21000000,59685.00000000,59218.00000000,59542.78000000,5599.28122200,1617364799999,333236484.13708527,230262,2743.25502200,163269438.10122062,0
1617364800000,59542.78000000,59624.86000000,58827.66000000,59480.06000000,8208.23047500,1617379199999,486902258.65324490,308745,3961.70938900,235034089.51939797,0
1617379200000,59480.06000000,59600.00000000,58525.01000000,58850.00000000,7392.76568800,1617393599999,436721174.37583064,277981,3483.32240600,205808540.57495725,0
1617393600000,58850.00000000,59219.00000000,58428.57000000,58950.01000000,5402.19855500,1617407999999,317761655.42304519,205793,2527.26233600,148677440.14938707,0
1617408000000,58950.01000000,59450.08000000,58931.30000000,59221.53000000,5179.42385900,1617422399999,306859458.85499969,180980,2587.47809400,153291274.69941644,0
1617422400000,59221.52000000,59531.74000000,59180.00000000,59298.85000000,5138.97203000,1617436799999,305082963.96316349,175648,2696.69657600,160100137.91733603,0
1617436800000,59301.80000000,59791.72000000,58750.96000000,59255.02000000,7896.69374300,1617451199999,468596195.33068610,266497,3989.09398700,236782748.62764718,0
1617451200000,59256.07000000,59454.83000000,58800.00000000,58829.99000000,6781.05167200,1617465599999,401510395.09122648,247820,3306.25468500,195805183.12768735,0
1617465600000,58829.99000000,59143.71000000,57707.70000000,58597.04000000,11601.27577900,1617479999999,678448887.03348670,417254,5278.08996900,308729560.41365322,0
1617480000000,58597.04000000,58597.04000000,56880.00000000,57051.94000000,10812.43503000,1617494399999,622653785.89097463,318606,5200.35370600,299251359.83622240,0
1617494400000,57051.95000000,57583.32000000,56388.00000000,57492.42000000,10461.90360400,1617508799999,595914869.62576080,244281,5323.34597800,303141543.84153539,0
1617508800000,57492.42000000,57723.48000000,57139.02000000,57614.52000000,5223.62299100,1617523199999,300053353.97509540,172774,2581.86402200,148319668.39618612,0
1617523200000,57614.52000000,57787.79000000,57033.85000000,57275.55000000,5903.71581100,1617537599999,339859232.33646237,254786,3026.89310100,174273831.36991037,0
